,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
0,060310,KOSDAQ,3S,특수 목적용 기계 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,"박종익, 김세완 (각자 대표이사)",http://www.3sref.com,서울특별시
1,095570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,"이현우, 박대현",http://www.ajnet.co.kr,서울특별시
2,006840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
3,054620,KOSDAQ,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도
4,265520,KOSDAQ,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,http://www.apsystems.co.kr,경기도
5,211270,KOSDAQ,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,류장수,http://www.apsi.co.kr,서울특별시
6,152100,KOSPI,ARIRANG 200,,,,,,,
7,295820,KOSPI,ARIRANG 200동일가중,,,,,,,
8,253150,KOSPI,ARIRANG 200선물레버리지,,,,,,,
9,253160,KOSPI,ARIRANG 200선물인버스2X,,,,,,,
10,278420,KOSPI,ARIRANG ESG우수기업,,,,,,,
11,292750,KOSPI,ARIRANG KRX300,,,,,,,
12,309170,KOSPI,ARIRANG KRX300IT,,,,,,,
13,309210,KOSPI,ARIRANG KRX300헬스케어,,,,,,,
14,333940,KOSPI,ARIRANG KS로우볼가중TR,,,,,,,
15,333950,KOSPI,ARIRANG KS로우사이즈가중TR,,,,,,,
16,333960,KOSPI,ARIRANG KS모멘텀가중TR,,,,,,,
17,333970,KOSPI,ARIRANG KS밸류가중TR,,,,,,,
18,333980,KOSPI,ARIRANG KS퀄리티가중TR,,,,,,,
19,269530,KOSPI,ARIRANG S&P글로벌인프라,,,,,,,
20,251590,KOSPI,ARIRANG 고배당저변동50,,,,,,,
21,161510,KOSPI,ARIRANG 고배당주,,,,,,,
22,251600,KOSPI,ARIRANG 고배당주채권혼합,,,,,,,
23,289670,KOSPI,ARIRANG 국채선물10년,,,,,,,
24,298340,KOSPI,ARIRANG 국채선물3년,,,,,,,
25,189400,KOSPI,ARIRANG 글로벌MSCI(합성 H),,,,,,,
26,278620,KOSPI,ARIRANG 단기채권액티브,,,,,,,
27,269540,KOSPI,ARIRANG 미국S&P500(H),,,,,,,
28,287180,KOSPI,ARIRANG 미국나스닥기술주,,,,,,,
29,213630,KOSPI,ARIRANG 미국다우존스고배당주(합성 H),,,,,,,
30,332610,KOSPI,ARIRANG 미국단기우량회사채,,,,,,,
31,332620,KOSPI,ARIRANG 미국장기우량회사채,,,,,,,
32,195970,KOSPI,ARIRANG 선진국MSCI(합성 H),,,,,,,
33,238670,KOSPI,ARIRANG 스마트베타Quality채권혼합,,,,,,,
34,195980,KOSPI,ARIRANG 신흥국MSCI(합성 H),,,,,,,
35,373530,KOSPI,ARIRANG 신흥국MSCI인버스(합성 H),,,,,,,
36,256450,KOSPI,ARIRANG 심천차이넥스트(합성),,,,,,,
37,239660,KOSPI,ARIRANG 우량회사채50 1년,,,,,,,
38,280920,KOSPI,ARIRANG 주도업종,,,,,,,
39,266550,KOSPI,ARIRANG 중형주저변동50,,,,,,,
40,301400,KOSPI,ARIRANG 코스닥150,,,,,,,
41,301410,KOSPI,ARIRANG 코스닥150선물인버스,,,,,,,
42,227830,KOSPI,ARIRANG 코스피,,,,,,,
43,122090,KOSPI,ARIRANG 코스피50,,,,,,,
44,328370,KOSPI,ARIRANG 코스피TR,,,,,,,
45,301440,KOSPI,ARIRANG 코스피중형주,,,,,,,
46,376250,KOSPI,ARIRANG 탄소효율그린뉴딜,,,,,,,
47,027410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시
48,282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시
49,138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시
50,001460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,고 윤 성,http://home.byc.co.kr,서울특별시
51,001465,KOSPI,BYC우,,,,,,,
52,001040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
53,079160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시
54,035760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Minho Hou, Ho Sung Kang",http://www.cjmall.com,서울특별시
55,00104K,KOSPI,CJ4우(전환),,,,,,,
56,000120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,강신호,http://www.cjlogistics.com,서울특별시
57,011150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도
58,011155,KOSPI,CJ씨푸드1우,,,,,,,
59,001045,KOSPI,CJ우,,,,,,,
60,097950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시
61,097955,KOSPI,CJ제일제당 우,,,,,,,
62,051500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도
63,058820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.skynewpharm.com,서울특별시
64,023460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도
65,056000,KOSDAQ,COWON,소프트웨어 개발 및 공급업,모바일게임,2003-07-11,12월,이승훈,http://www.nesm.co.kr,서울특별시
66,065770,KOSDAQ,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,최규훈,http://www.cs-holdings.co.kr,경기도
67,083660,KOSDAQ,CSA 코스믹,기타 화학제품 제조업,"물탱크,상하수도용도류벽,축산탱크",2006-07-25,12월,조성아,http://www.gentro.co.kr,서울특별시
68,000590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도
69,012030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
70,367340,KOSDAQ,DB금융스팩8호,기타 금융업,기업인수 및 합병,2020-12-09,12월,홍창배,,서울특별시
71,367360,KOSDAQ,DB금융스팩9호,금융 지원 서비스업,기업인수 및 합병,2021-03-16,12월,김창희,,서울특별시
72,016610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시
73,005830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시
74,000990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도
75,000995,KOSPI,DB하이텍1우,,,,,,,
76,139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시
77,001530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
78,000210,KOSPI,DL,기타 금융업,지주회사,1976-02-02,12월,배원복,http://www.dlholdings.co.kr,서울특별시
79,001880,KOSPI,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22,12월,조남창,http://www.dlconstruction.co.kr,인천광역시
80,000215,KOSPI,DL우,,,,,,,
81,375500,KOSPI,DL이앤씨,토목 건설업,토목 건설 사업,2021-01-25,12월,마창민,,서울특별시
82,37550K,KOSPI,DL이앤씨우,,,,,,,
83,068790,KOSDAQ,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도
84,004840,KOSPI,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시
85,241520,KOSDAQ,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,http://www.dscinvestment.com,서울특별시
86,155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
87,069730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,http://www.dsrcorp.com,전라남도
88,017940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 구동휘, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시
89,245620,KOSDAQ,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,"각자대표이사 신상철, 이민섭",http://www.edgc.com,인천광역시
90,037370,KOSDAQ,EG,토목 건설업,"산화철, 대기수처리방지시설, 무역",2000-01-11,12월,박지만,http://www.egcorp.co.kr,충청남도
91,278990,KONEX,EMB,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,홍지태,http://www.fineemtech.co.kr,경기도
92,079190,KOSDAQ,EMW,통신 및 방송 장비 제조업,휴대폰안테나,2005-11-29,12월,양일규 (단독대표),http://emw.co.kr,인천광역시
93,365550,KOSPI,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,박래익,http://www.esrks-reit.com,서울특별시
94,050120,KOSDAQ,ES큐브,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.liveplex.co.kr,서울특별시
95,007700,KOSPI,F&F,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnf.co.kr,서울특별시
96,285690,KOSPI,FOCUS ESG리더스,,,,,,,
97,292730,KOSPI,FOCUS KRX300,,,,,,,
98,73501BA2,KOSPI,GB중소성장기업A,,,,,,,
99,73502BA2,KOSPI,GB중소성장기업C,,,,,,,
100,73503BA2,KOSPI,GB중소성장기업I,,,,,,,
101,130500,KOSDAQ,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,12월,우희구,http://www.gumho-nt.com,경상북도
102,114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,유태열,http://www.grandkorea.com,서울특별시
103,900290,KOSDAQ,GRT,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,,홍콩
104,078930,KOSPI,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
105,083450,KOSDAQ,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,김덕준,http://www.gst-in.com,경기도
106,006360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시
107,001250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시
108,007070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허연수,http://www.gsretail.com,서울특별시
109,078935,KOSPI,GS우,,,,,,,
110,028150,KOSDAQ,GS홈쇼핑,텔레비전 방송업,CATV홈쇼핑,2000-01-20,12월,김호성,http://company.gsshop.com,서울특별시
111,045890,KOSDAQ,GV,전구 및 조명장치 제조업,"CNC전용장비,LightPanel",2005-11-28,12월,김철현,http://www.fawoo.co.kr,경기도
112,293180,KOSPI,HANARO 200,,,,,,,
113,332930,KOSPI,HANARO 200TR,,,,,,,
114,304780,KOSPI,HANARO 200선물레버리지,,,,,,,
115,306520,KOSPI,HANARO 200선물인버스,,,,,,,
116,368190,KOSPI,HANARO Fn K-뉴딜디지털플러스,,,,,,,
117,367740,KOSPI,HANARO Fn5G산업,,,,,,,
118,381560,KOSPI,HANARO Fn전기&수소차,,,,,,,
119,381570,KOSPI,HANARO Fn친환경에너지,,,,,,,
120,346000,KOSPI,HANARO KAP초장기국고채,,,,,,,
121,304760,KOSPI,HANARO KRX300,,,,,,,
122,332940,KOSPI,HANARO MSCI Korea TR,,,,,,,
123,322400,KOSPI,HANARO e커머스,,,,,,,
124,322410,KOSPI,HANARO 고배당,,,,,,,
125,354350,KOSPI,HANARO 글로벌럭셔리S&P(합성),,,,,,,
126,314700,KOSPI,HANARO 농업융복합산업,,,,,,,
127,306540,KOSPI,HANARO 단기통안채,,,,,,,
128,304770,KOSPI,HANARO 코스닥150,,,,,,,
129,306530,KOSPI,HANARO 코스닥150선물레버리지,,,,,,,
130,375760,KOSPI,HANARO 탄소효율그린뉴딜,,,,,,,
131,078150,KOSDAQ,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도
132,012630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 유병규",http://www.i-park.com,서울특별시
133,039570,KOSPI,HDC아이콘트롤스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,김성은,http://www.icontrols.co.kr,경기도
134,089470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hdc-hyundaiep.com/,충청남도
135,294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"권순호, 정경구",http://www.hdc-dvp.com,서울특별시
136,011200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,배재훈,http://www.hmm21.com,서울특별시
137,036640,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도
138,082740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도
139,335870,KOSDAQ,IBKS제12호스팩,금융 지원 서비스업,기타 금융업,2019-12-09,12월,이준규,,서울특별시
140,351340,KOSDAQ,IBKS제13호스팩,금융 지원 서비스업,기업인수 및 합병,2020-07-15,12월,고병철,,서울특별시
141,351320,KOSDAQ,IBKS제14호스팩,기타 금융업,기업인수목적회사,2020-06-22,12월,이동헌,해당없음,서울특별시
142,373200,KOSDAQ,IBKS제15호스팩,금융 지원 서비스업,기업 인수 합병,2021-02-26,12월,박광열,,서울특별시
143,003560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,김형철,http://www.ihq.co.kr,서울특별시
144,095340,KOSDAQ,ISC,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"정영배, 박석순(각자 대표이사)",http://isc21.kr,경기도
145,099520,KOSDAQ,ITX-AI,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,"박상열, 유건상 (각자 대표이사)",http://www.itxsecurity.com,서울특별시
146,175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
147,950170,KOSDAQ,JTC,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,구철모,http://www.groupjtc.com/korean/,일본
148,234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도
149,067290,KOSDAQ,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시
150,001060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시
151,001067,KOSPI,JW중외제약2우B,,,,,,,
152,001065,KOSPI,JW중외제약우,,,,,,,
153,096760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시
154,035900,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시
155,580011,KOSPI,KB FnGuide 언택트 ETN,,,,,,,
156,580013,KOSPI,KB KRX ESG Eco ETN,,,,,,,
157,580012,KOSPI,KB KRX300 ETN,,,,,,,
158,580010,KOSPI,KB Wise 분할매매 ETN,,,,,,,
159,580016,KOSPI,KB 레버리지 S&P 500 선물 ETN(H),,,,,,,
160,580015,KOSPI,KB 레버리지 나스닥 100 ETN,,,,,,,
161,71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A,,,,,,,
162,71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F,,,,,,,
163,71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I,,,,,,,
164,580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN,,,,,,,
165,580014,KOSPI,KB 인버스 2X 나스닥 100 ETN,,,,,,,
166,58F937,KOSPI,KBF937삼성전자콜,,,,,,,
167,58FA86,KOSPI,KBFA86삼성전자콜,,,,,,,
168,58FB95,KOSPI,KBFB95LG화학콜,,,,,,,
169,58FB96,KOSPI,KBFB96네이버콜,,,,,,,
170,58FB97,KOSPI,KBFB97SK하이닉콜,,,,,,,
171,58FB98,KOSPI,KBFB98기아콜,,,,,,,
172,58FB99,KOSPI,KBFB99삼성SDI콜,,,,,,,
173,58FC01,KOSPI,KBFC01셀트리온콜,,,,,,,
174,58FC02,KOSPI,KBFC02셀트리온풋,,,,,,,
175,58FC03,KOSPI,KBFC03카카오콜,,,,,,,
176,58FC04,KOSPI,KBFC04현대차콜,,,,,,,
177,58FC05,KOSPI,KBFC05삼성전자콜,,,,,,,
178,58FD21,KOSPI,KBFD21네이버콜,,,,,,,
179,58FD22,KOSPI,KBFD22POSCO콜,,,,,,,
180,58FD23,KOSPI,KBFD23SK하이닉콜,,,,,,,
181,58FD24,KOSPI,KBFD24기아콜,,,,,,,
182,58FD25,KOSPI,KBFD25삼성바이콜,,,,,,,
183,58FD26,KOSPI,KBFD26삼성전자풋,,,,,,,
184,58FD27,KOSPI,KBFD27셀트리온콜,,,,,,,
185,58FD28,KOSPI,KBFD28카카오콜,,,,,,,
186,58FD29,KOSPI,KBFD29현대차콜,,,,,,,
187,58FD30,KOSPI,KBFD30엘지전자콜,,,,,,,
188,58FD31,KOSPI,KBFD31LG화학콜,,,,,,,
189,58FD32,KOSPI,KBFD32SK하이닉콜,,,,,,,
190,58FD33,KOSPI,KBFD33삼성전자콜,,,,,,,
191,58FE91,KOSPI,KBFE91엘지디스콜,,,,,,,
192,58FE92,KOSPI,KBFE92LG생건콜,,,,,,,
193,58FE93,KOSPI,KBFE93엘지전자콜,,,,,,,
194,58FE94,KOSPI,KBFE94LG화학콜,,,,,,,
195,58FE95,KOSPI,KBFE95네이버콜,,,,,,,
196,58FE96,KOSPI,KBFE96POSCO콜,,,,,,,
197,58FE97,KOSPI,KBFE97POSCO풋,,,,,,,
198,58FE98,KOSPI,KBFE98SK이노콜,,,,,,,
199,58FE99,KOSPI,KBFE99SK하이닉콜,,,,,,,
200,58FF00,KOSPI,KBFF00SK하이닉풋,,,,,,,
201,58FF01,KOSPI,KBFF01기아콜,,,,,,,
202,58FF02,KOSPI,KBFF02기아풋,,,,,,,
203,58FF03,KOSPI,KBFF03넷마블콜,,,,,,,
204,58FF04,KOSPI,KBFF04삼성SDI콜,,,,,,,
205,58FF05,KOSPI,KBFF05삼성물산콜,,,,,,,
206,58FF06,KOSPI,KBFF06삼성바이콜,,,,,,,
207,58FF07,KOSPI,KBFF07삼성전자콜,,,,,,,
208,58FF08,KOSPI,KBFF08신한지주콜,,,,,,,
209,58FF09,KOSPI,KBFF09카카오콜,,,,,,,
210,58FF10,KOSPI,KBFF10하나금융콜,,,,,,,
211,58FF11,KOSPI,KBFF11한미약품콜,,,,,,,
212,58FF12,KOSPI,KBFF12모비스콜,,,,,,,
213,58FF13,KOSPI,KBFF13현대차콜,,,,,,,
214,58FF14,KOSPI,KBFF14현대차풋,,,,,,,
215,58FF15,KOSPI,KBFF15POSCO콜,,,,,,,
216,58FF16,KOSPI,KBFF16SK텔레콤콜,,,,,,,
217,58FF17,KOSPI,KBFF17삼성SDI콜,,,,,,,
218,58FF18,KOSPI,KBFF18삼성전자콜,,,,,,,
219,58FF19,KOSPI,KBFF19셀트리온콜,,,,,,,
220,58FF20,KOSPI,KBFF20현대차콜,,,,,,,
221,58FF21,KOSPI,KBFF21LG화학콜,,,,,,,
222,58FF22,KOSPI,KBFF22네이버콜,,,,,,,
223,58FF23,KOSPI,KBFF23SK하이닉콜,,,,,,,
224,58FF24,KOSPI,KBFF24삼성전자콜,,,,,,,
225,58FF25,KOSPI,KBFF25신한지주콜,,,,,,,
226,58FF78,KOSPI,KBFF78KOSPI200콜,,,,,,,
227,58FF79,KOSPI,KBFF79KOSPI200콜,,,,,,,
228,58FF80,KOSPI,KBFF80KOSPI200콜,,,,,,,
229,58FF81,KOSPI,KBFF81KOSPI200콜,,,,,,,
230,58FF82,KOSPI,KBFF82KOSPI200콜,,,,,,,
231,58FF83,KOSPI,KBFF83KOSPI200콜,,,,,,,
232,58FF84,KOSPI,KBFF84KOSPI200콜,,,,,,,
233,58FF85,KOSPI,KBFF85KOSPI200콜,,,,,,,
234,58FF86,KOSPI,KBFF86KOSPI200콜,,,,,,,
235,58FF87,KOSPI,KBFF87KOSPI200콜,,,,,,,
236,58FF88,KOSPI,KBFF88KOSPI200콜,,,,,,,
237,58FF89,KOSPI,KBFF89KOSPI200콜,,,,,,,
238,58FF90,KOSPI,KBFF90KOSPI200콜,,,,,,,
239,58FF91,KOSPI,KBFF91KOSPI200콜,,,,,,,
240,58FF92,KOSPI,KBFF92KOSPI200콜,,,,,,,
241,58FF93,KOSPI,KBFF93KOSPI200콜,,,,,,,
242,58FF94,KOSPI,KBFF94KOSPI200콜,,,,,,,
243,58FF95,KOSPI,KBFF95KOSPI200콜,,,,,,,
244,58FF96,KOSPI,KBFF96KOSPI200콜,,,,,,,
245,58FF97,KOSPI,KBFF97KOSPI200콜,,,,,,,
246,58FF98,KOSPI,KBFF98KOSPI200풋,,,,,,,
247,58FF99,KOSPI,KBFF99KOSPI200풋,,,,,,,
248,58FG00,KOSPI,KBFG00KOSPI200풋,,,,,,,
249,58FG01,KOSPI,KBFG01KOSPI200풋,,,,,,,
250,58FG02,KOSPI,KBFG02KOSPI200풋,,,,,,,
251,58FG03,KOSPI,KBFG03KOSPI200풋,,,,,,,
252,58FG04,KOSPI,KBFG04KOSPI200풋,,,,,,,
253,58FG05,KOSPI,KBFG05KOSPI200풋,,,,,,,
254,58FG06,KOSPI,KBFG06KOSPI200풋,,,,,,,
255,58FG07,KOSPI,KBFG07KOSPI200풋,,,,,,,
256,58FG08,KOSPI,KBFG08KOSPI200풋,,,,,,,
257,58FG09,KOSPI,KBFG09KOSPI200풋,,,,,,,
258,58FG10,KOSPI,KBFG10KOSPI200풋,,,,,,,
259,58FG11,KOSPI,KBFG11KOSPI200풋,,,,,,,
260,58FG12,KOSPI,KBFG12KOSPI200풋,,,,,,,
261,58FG13,KOSPI,KBFG13KOSPI200풋,,,,,,,
262,58FG14,KOSPI,KBFG14KOSPI200풋,,,,,,,
263,58FG15,KOSPI,KBFG15KOSPI200풋,,,,,,,
264,58FG16,KOSPI,KBFG16KOSPI200풋,,,,,,,
265,58FG17,KOSPI,KBFG17KOSPI200풋,,,,,,,
266,58FG18,KOSPI,KBFG18KOSPI200풋,,,,,,,
267,58FG19,KOSPI,KBFG19KOSPI200풋,,,,,,,
268,58FG20,KOSPI,KBFG20KOSPI200풋,,,,,,,
269,58FG21,KOSPI,KBFG21KOSPI200풋,,,,,,,
270,58FG22,KOSPI,KBFG22KOSPI200풋,,,,,,,
271,58FG23,KOSPI,KBFG23KOSPI200풋,,,,,,,
272,58FG24,KOSPI,KBFG24KOSPI200콜,,,,,,,
273,58FG25,KOSPI,KBFG25KOSPI200콜,,,,,,,
274,58FG26,KOSPI,KBFG26KOSPI200콜,,,,,,,
275,58FG27,KOSPI,KBFG27KOSPI200콜,,,,,,,
276,58FG28,KOSPI,KBFG28KOSPI200콜,,,,,,,
277,58FG29,KOSPI,KBFG29KOSPI200콜,,,,,,,
278,58FG30,KOSPI,KBFG30KOSPI200콜,,,,,,,
279,58FG31,KOSPI,KBFG31KOSPI200콜,,,,,,,
280,58FG32,KOSPI,KBFG32KOSPI200콜,,,,,,,
281,58FG33,KOSPI,KBFG33KOSPI200콜,,,,,,,
282,58FG34,KOSPI,KBFG34KOSPI200풋,,,,,,,
283,58FG35,KOSPI,KBFG35KOSPI200풋,,,,,,,
284,58FG36,KOSPI,KBFG36KOSPI200풋,,,,,,,
285,58FG37,KOSPI,KBFG37KOSPI200풋,,,,,,,
286,58FG38,KOSPI,KBFG38KOSPI200풋,,,,,,,
287,58FG39,KOSPI,KBFG39KOSPI200풋,,,,,,,
288,58FG40,KOSPI,KBFG40KOSPI200풋,,,,,,,
289,58FG41,KOSPI,KBFG41KOSPI200풋,,,,,,,
290,58FG42,KOSPI,KBFG42KOSPI200풋,,,,,,,
291,58FG43,KOSPI,KBFG43KOSPI200풋,,,,,,,
292,58FG44,KOSPI,KBFG44KOSPI200콜,,,,,,,
293,58FG45,KOSPI,KBFG45KOSPI200콜,,,,,,,
294,58FG46,KOSPI,KBFG46KOSPI200콜,,,,,,,
295,58FG47,KOSPI,KBFG47KOSPI200콜,,,,,,,
296,58FG48,KOSPI,KBFG48KOSPI200콜,,,,,,,
297,58FG49,KOSPI,KBFG49KOSPI200콜,,,,,,,
