Date,Open,High,Low,Close,Volume,Change
2015-02-11,11684,13342,11308,12064,4614401,
2015-02-12,12137,12287,10253,10593,1423048,-0.12193302387267901
2015-02-13,10553,10553,9121,9160,897780,-0.13527801378268667
2015-02-16,9196,10327,9196,9575,882092,0.04530567685589526
2015-02-17,9874,10100,9536,9726,452839,0.015770234986945075
2015-02-23,9611,9874,9271,9575,208545,-0.015525395846185508
2015-02-24,9536,9685,9385,9575,261927,0.0
2015-02-25,9648,9912,9421,9425,320178,-0.015665796344647487
2015-02-26,9573,9799,9159,9236,410450,-0.02005305039787797
2015-02-27,9348,9348,8819,8897,225398,-0.036704200952793364
2015-03-02,8819,9121,8743,8972,173423,0.00842980780038216
2015-03-03,8969,9348,8932,9274,218289,0.033660276415514945
2015-03-04,9234,9348,9083,9236,152570,-0.00409747681690753
2015-03-05,9159,9234,8706,8859,276442,-0.040818536162841035
2015-03-06,8894,8969,8630,8785,184587,-0.008353087255898006
2015-03-09,8743,8743,8443,8520,154802,-0.030165054069436592
2015-03-10,8518,9083,8403,8897,210661,0.044248826291079846
2015-03-11,8706,9271,8630,9199,332042,0.03394402607620539
2015-03-12,9121,9271,8932,8934,132249,-0.028807479073812425
2015-03-13,9083,9348,8894,9311,234415,0.042198343407208405
2015-03-16,9310,9536,9121,9387,139610,0.008162388572656054
2015-03-17,9459,9536,9083,9311,107448,-0.008096303398316795
2015-03-18,9234,9310,8819,8934,139514,-0.040489743314359394
2015-03-19,8932,9007,8668,8859,90520,-0.008394895903290789
2015-03-20,8857,9045,8819,8859,74599,0.0
2015-03-23,8969,8969,8592,8746,72512,-0.012755389998871158
2015-03-24,8743,9045,8518,8822,142976,0.008689686713926337
2015-03-25,8819,9196,8743,8897,114182,0.008501473588755415
2015-03-26,8781,9271,8743,8897,168604,0.0
2015-03-27,8932,9083,8819,8859,82413,-0.004271102618860323
2015-03-30,8894,8969,8630,8671,183387,-0.021221356812281322
2015-03-31,8668,8932,8630,8746,104831,0.008649521393149673
2015-04-01,8743,8857,8555,8746,78056,0.0
2015-04-02,8743,9121,8706,9122,195796,0.04299108163732002
2015-04-03,9196,9348,9007,9012,161801,-0.012058759044069278
2015-04-06,9083,9385,8969,9311,174097,0.03317798490901014
2015-04-07,9421,9611,9121,9311,211502,0.0
2015-04-08,9310,9310,9045,9160,89385,-0.016217377295671742
2015-04-09,9196,9271,9045,9160,69643,0.0
2015-04-10,9234,9271,8969,9160,81354,0.0
2015-04-13,9234,9271,8857,8972,141773,-0.020524017467248856
2015-04-14,8932,9045,8668,9049,134617,0.008582255907267022
2015-04-15,8932,9159,8932,9049,61464,0.0
2015-04-16,9083,9348,9045,9160,167878,0.012266548789921616
2015-04-17,9234,9234,8932,8972,89071,-0.020524017467248856
2015-04-20,8819,8969,8819,8897,56041,-0.008359340169415974
2015-04-21,8969,9007,8781,8859,50359,-0.004271102618860323
2015-04-22,8857,9234,8743,8897,165591,0.004289423185461105
2015-04-23,9159,10215,9083,10216,1032896,0.1482522198493874
2015-04-24,9987,10215,9536,9651,535761,-0.0553054032889585
2015-04-27,9799,10100,9648,9952,342661,0.0311884778779401
2015-04-28,10253,10930,10100,10216,1115877,0.026527331189710512
2015-04-29,10327,10591,9987,10216,265715,0.0
2015-04-30,10253,10253,9611,9613,221501,-0.059025058731401736
2015-05-04,9648,10062,9498,9840,162274,0.023613856236346598
2015-05-06,9874,10515,9874,10329,344240,0.04969512195121961
2015-05-07,10327,10403,9573,9802,236355,-0.051021396069319436
2015-05-08,9837,10062,9611,9840,156502,0.0038767598449296337
2015-05-11,10025,10062,9573,9613,188257,-0.023069105691056913
2015-05-12,9648,9724,9007,9012,233874,-0.06251950483719959
2015-05-13,9007,9159,8630,8934,216038,-0.008655126498002708
2015-05-14,9007,9045,8857,8897,109497,-0.004141481978956807
2015-05-15,8932,9007,8706,8785,129463,-0.012588512981903999
2015-05-18,8819,8819,8630,8633,101852,-0.017302219692657994
2015-05-19,8668,8857,8555,8785,67961,0.017606857407622023
2015-05-20,8819,9083,8630,9049,111663,0.03005122367672164
2015-05-21,9121,9121,8743,8746,111446,-0.03348436291302903
2015-05-22,8857,8894,8668,8709,90398,-0.004230505373885252
2015-05-26,8743,8894,8630,8785,74900,0.008726604661844162
2015-05-27,8743,8894,8630,8785,60146,0.0
2015-05-28,8857,9159,8857,8897,85389,0.012749003984063645
2015-05-29,9007,9007,8743,8859,74326,-0.004271102618860323
2015-06-01,8857,8857,8630,8709,58314,-0.016931933626820217
2015-06-02,8630,8630,7574,7804,304448,-0.1039154897232748
2015-06-03,7650,7726,7431,7441,274017,-0.046514607893388016
2015-06-04,7492,7914,7454,7519,102276,0.010482462034672846
2015-06-05,7687,7687,7387,7480,63919,-0.005186859954781187
2015-06-08,7439,7650,7439,7502,79079,0.002941176470588225
2015-06-09,7508,7613,7476,7539,73278,0.004932018128499083
2015-06-10,7613,7613,7356,7374,79864,-0.021886191802626298
2015-06-11,7387,7454,6678,6816,256138,-0.07567127746135072
2015-06-12,6813,6881,6686,6696,70300,-0.017605633802816878
2015-06-15,6654,6964,6632,6711,50768,0.0022401433691756623
2015-06-16,6715,6835,6444,6454,43980,-0.03829533601549695
2015-06-17,6452,7387,6444,7390,221120,0.14502634025410588
2015-06-18,7839,7839,7310,7729,189085,0.04587280108254399
2015-06-19,7763,7801,7492,7539,89041,-0.02458274032863239
2015-06-22,7537,7537,7282,7390,65708,-0.01976389441570503
2015-06-23,7454,7454,7258,7276,44910,-0.015426251691474935
2015-06-24,7387,7462,7272,7366,44316,0.012369433754810366
2015-06-25,7529,8028,7425,7841,146584,0.06448547379853387
2015-06-26,7914,7989,7687,7766,82096,-0.009565106491518982
2015-06-29,7826,7826,7424,7481,53955,-0.036698429049703885
2015-06-30,7305,7424,7114,7259,37273,-0.02967517711535894
2015-07-01,7337,7352,7186,7204,29527,-0.007576801212288209
2015-07-02,7242,7328,6964,7005,65841,-0.027623542476401974
2015-07-03,7075,7201,6932,7005,62650,0.0
2015-07-06,6949,6949,6624,6689,125386,-0.045110635260528165
2015-07-07,6846,6846,6609,6674,57931,-0.0022424876663178495
2015-07-08,6679,6846,6648,6847,36947,0.02592148636499858
2015-07-09,6822,6830,6576,6650,59456,-0.02877172484299695
