Date,Open,High,Low,Close,Volume,Change
2021-03-24,18995,18995,18895,18895,2,
2021-03-25,19085,19085,19085,19085,0,0.010055570256681579
2021-03-26,18670,18670,18320,18320,8,-0.04008383547288441
2021-03-29,18415,18415,18415,18415,0,0.005185589519650646
2021-03-30,18330,18330,18330,18330,0,-0.0046158023350529875
2021-03-31,17770,17770,17610,17610,4,-0.039279869067103124
2021-04-01,17260,17260,17260,17260,1,-0.01987507098239638
2021-04-02,16535,16535,16535,16535,0,-0.04200463499420626
2021-04-05,16425,16425,16385,16385,12,-0.009071666162685177
2021-04-06,16325,16325,16325,16325,0,-0.0036618858712237357
2021-04-07,16225,16225,16225,16225,7,-0.006125574272588086
2021-04-08,15770,15770,15595,15595,26,-0.03882896764252697
2021-04-09,15660,15660,15660,15660,0,0.004168002564924667
2021-04-12,15740,15740,15740,15740,3,0.005108556832694733
2021-04-13,15505,15505,15505,15505,0,-0.0149301143583227
2021-04-14,15300,15300,15240,15240,8,-0.017091260883585924
2021-04-15,15320,15320,15320,15320,0,0.005249343832020914
2021-04-16,15070,15100,15070,15100,6,-0.01436031331592691
2021-04-19,14920,14920,14890,14890,8,-0.013907284768211903
2021-04-20,15235,15260,15190,15190,23,0.020147750167897938
2021-04-21,15770,15985,15750,15885,3172,0.04575378538512176
2021-04-22,15035,15035,14835,14885,2729,-0.06295247088448219
2021-04-23,15595,15630,15495,15575,383,0.04635539133355726
2021-04-26,15215,15215,14975,14975,206,-0.038523274478330705
2021-04-27,14905,14905,14775,14775,205,-0.013355592654423987
2021-04-28,14645,14645,14485,14485,17,-0.019627749576988207
2021-04-29,14475,14475,14210,14265,264,-0.015188125647221273
2021-04-30,14535,14660,14535,14660,119,0.02769015071854186
2021-05-03,15005,15050,15005,15050,5,0.026603001364256418
2021-05-04,14815,14815,14740,14740,12,-0.020598006644518274
2021-05-06,14460,14885,14455,14810,60,0.004748982360922582
2021-05-07,14755,14755,14755,14755,1,-0.003713706954760254
